TIMESTAMP_START,TIMESTAMP_END,LE,H,TA_F,VPD_F,SW_IN_F,NETRAD,G_F_MDS,USTAR,NEE_VUT_REF,WS_F,WD,SWC_F_MDS,P_F
202606011100,202606011130,,157.74321824364057,26.580180062621118,20.7666239689554,842.7281321677389,528.0551298740625,42.244410389925,0.32991201283060034,-6.723618117711938,2.2365081987779774,263.2885600657724,25.736000000000004,0.0
202606011130,202606011200,272.5850549055018,159.1391026750566,27.25422863405995,21.713181145940123,850.0,533.0,42.64,0.33018926989099606,-6.86827700331829,2.207434200738176,263.93634732816656,25.724000000000004,0.0
202606011200,202606011230,270.0182358589292,157.86590556457494,27.794915792601582,22.29832651974672,842.7281321677389,528.0551298740625,42.244410389925,0.3285751367822106,-6.843888609708171,2.1733435417656994,264.4321495396413,25.712000000000003,0.0
202606011230,202606011300,263.09891231159224,153.9451128007402,28.193332436601615,22.480246709742573,821.0369523457081,513.3051275950816,41.06441020760653,0.3250989204921381,-6.650962316776009,2.1345177688607464,264.7742516162413,25.7,0.0
202606011300,202606011330,251.94353755179037,147.4433200762065,28.443003752364294,22.23786960932497,785.2976026345938,489.00236979152385,39.12018958332191,0.31979467618042706,-6.292892892377922,2.091277535252715,264.96147015505096,25.688,0.0
202606011330,202606011400,236.74096101611778,138.47110340320825,28.54,21.5735573009203,736.1215932167729,455.5626833874056,36.44501467099245,0.31270163805451934,-5.775900944045398,2.0439799521980957,264.99315752783343,25.676,0.0
202606011400,202606011430,217.74922196199617,127.18114080738933,28.483003752364294,20.51354956067867,674.3503392475499,413.55823068833394,33.084658455066716,0.3038656021162527,-5.108925016757161,1.9930156396798133,264.8692041213127,25.664000000000005,0.0
202606011430,202606011500,195.29116000989453,113.76561705962041,28.273332436601613,19.106033999159123,601.0407640085655,363.70771952582453,29.096617562065962,0.29334115523116583,-4.30346720588128,1.9388055003656142,264.5900387163489,25.652,0.0
202606011500,202606011530,169.7489173435432,98.4529555032739,27.914915792601583,17.417063510556364,517.4472146574127,306.86410596704064,24.54912847736325,0.28119459227560195,-3.3733949494583806,1.8817972434686476,264.15662700469557,25.64,0.0
202606011530,202606011600,141.55742631543234,81.50393248552861,27.41422863405995,15.524851794145436,424.99999999999994,244.0,19.52,0.26750731791547505,-2.334702413118867,1.8224616872188837,263.57046824846856,25.628,0.0
202606011600,202606011630,111.196993563786,63.20724041097897,26.780180062621117,13.51319381654914,325.2809175103264,176.19102390702196,14.095281912561758,0.252379493971231,-1.205235571304863,1.7612888704824172,262.8335900938841,25.616,0.0
202606011630,202606011700,79.18510720903056,43.87457482540619,26.02396103067893,11.464841962593635,219.99618833714285,104.59740806925714,8.367792645540572,0.23593366902385512,-0.004385708304203706,1.6987840056419072,261.94854155720446,25.604,0.0
202606011700,202606011730,46.06760699793503,23.83532904728601,25.158852861078486,9.455611716626418,110.94726338704419,30.444139103190054,2.4355311282552043,0.2183181151337676,1.2472433986851883,1.6354633061623947,260.91838420715567,25.592000000000002,0.0
202606011730,202606011800,32.28136817442901,15.850986556389678,24.2,7.549814545639983,1.0409497792752503e-13,-44.99999999999993,-3.5999999999999943,0.19970959796156368,2.5281889038495176,1.5718497233016828,259.7466815743183,25.580000000000002,0.0
202606011800,202606011830,6.972790018768287,-3.748111098852945,23.164150891285807,7.093630965500869,0.0,-45.0,-3.6,0.20381003591547459,2.0112349411674515,1.5084686271748173,258.4374868241269,25.568,0.0
202606011830,202606011900,6.701546392108053,-3.3727140864670884,22.069371405922688,6.637827963283584,0.0,-45.0,-3.6,0.2069612428743488,2.0019079937567605,1.4458434678417782,256.9953287361199,25.556,0.0
202606011900,202606011930,6.470982537463669,-3.030470549641333,20.93473572998047,6.192632208661809,0.0,-45.0,-3.6,0.2090375901609446,2.000353605512311,1.3844914522524647,255.42519603794008,25.544,0.0
202606011930,202606012000,6.283941994916953,-2.7283531799226295,19.78,5.766565185825458,0.0,-45.0,-3.6,0.20995630036123814,2.0065960321427796,1.324919272752112,253.7325201482783,25.532,0.0
202606012000,202606012030,6.142731532284888,-2.4725171592307307,18.625264270019535,5.366359436644776,0.0,-45.0,-3.6,0.20968074739870146,2.020537862668431,1.2676189224244325,251.9231563884555,25.52,0.0
202606012030,202606012100,6.049092695791556,-2.268174757387966,17.490628594077315,4.997010441676321,0.0,-45.0,-3.6,0.2082219167003932,2.041961539486878,1.2130636318326184,250.0033637276372,25.508000000000003,0.0
202606012100,202606012130,6.004180331608287,-2.119489140048902,16.395849108714195,4.661932968826031,0.0,-45.0,-3.6,0.2056379672426484,2.070532753286704,1.161703960715733,247.97978313174457,25.496000000000002,0.0
202606012130,202606012200,6.008548343155548,-2.029489550531876,15.360000000000003,4.363187694113865,0.0,-45.0,-3.6,0.20203191293622338,2.105805659832452,1.1139640769182837,245.85941459095912,25.484,0.0
202606012200,202606012230,6.062142859821523,-2.0000095935935303,14.401147138921514,4.101745460011774,0.0,-45.0,-3.6,0.19754751578675284,2.147229837214804,1.0702382532844505,243.64959290528662,25.472,0.0
202606012230,202606012300,6.164302901347446,-2.031649878520617,13.536038969321076,3.8777612985875534,0.0,-45.0,-3.6,0.19236355455725268,2.194158875000384,1.0308876114483232,241.357962311944,25.46,0.0
202606012300,202606012330,6.313768529685845,-2.123765782629241,12.779819937378885,3.6908368012463684,0.0,-45.0,-3.6,0.18668669742300742,2.2458604612503708,0.9962371394124467,238.9924500423375,25.447999999999997,0.0
202606012330,202606020000,6.508696387794965,-2.2744805844716454,12.145771365940051,3.540256218014541,0.0,-45.0,-3.6,0.18074326276360073,2.3015278100033765,0.9665730075458087,236.56123890010497,25.436000000000003,0.0
202606020000,202606020030,6.74668243372968,-2.480723699181411,11.645084207398419,3.4251878042401716,0.0,-45.0,-3.6,0.1747701965633106,2.360292250900537,0.9421402051678387,234.07273895507956,25.424000000000003,0.0
202606020030,202606020100,7.024791589649754,-2.7382932369700863,11.286667563398385,3.3448467806207565,0.0,-45.0,-3.6,0.16900562612244213,2.4212367844959286,0.9231405172373297,231.53555845109264,25.412000000000003,0.0
202606020100,202606020130,7.33959394008471,-3.0419416102409915,11.076996247635707,3.2986195764201693,0.0,-45.0,-3.6,0.1636793666733189,2.483410391726222,0.9097308578563493,228.9584740282506,25.4,0.0
202606020130,202606020200,7.687207033022764,-3.3854824452054855,11.02,3.286150812814057,0.0,-45.0,-3.6,0.15900375937219371,2.5458428742450887,0.9020219743523535,226.35040036269402,25.387999999999998,0.0
202606020200,202606020230,8.063343762125168,-3.7619166198401004,11.116996247635708,3.3073949712343556,0.0,-45.0,-3.6,0.15516520592743038,2.607559994043908,0.9000775326411931,223.72035932886092,25.375999999999998,0.0
202606020230,202606020300,8.463365239535488,-4.16357486035284,11.366667563398385,3.362634206057665,0.0,-45.0,-3.6,0.1523167373516158,2.6675986761100425,0.9039135914247919,221.0774487909288,25.364000000000004,0.0
202606020300,202606020330,8.882338007204297,-4.58227399097256,11.76508420739842,3.452462677853794,0.0,-45.0,-3.6,0.15057191309800524,2.7250220368903086,0.9134984695659807,218.43081113139212,25.352000000000004,0.0
202606020330,202606020400,9.315094881143064,-5.009483653709553,12.305771365940052,3.577736497368291,0.0,-45.0,-3.6,0.1500002938034789,2.77893400404547,0.9287530077358032,215.78960162564155,25.34,0.0
202606020400,202606020430,9.756298678216039,-5.436500101425841,12.979819937378885,3.739487282897408,0.0,-45.0,-3.6,0.15062466812546046,2.8284932993593945,0.9495512221724142,213.16295677194407,25.328,0.0
202606020430,202606020500,10.20050803952869,-5.854623523445624,13.776038969321073,3.9387968475752855,0.0,-45.0,-3.6,0.15242014423005973,2.8729265666042436,0.9757213451523189,210.55996268637696,25.316,0.0
202606020500,202606020530,10.642244538614072,-6.255335290966338,14.681147138921514,4.176631039648227,0.0,-45.0,-3.6,0.15531514215093872,2.9115404395057527,1.0070472435809419,207.9896236720445,25.304,0.0
202606020530,202606020600,11.076060246772837,-6.630471511164554,15.68,4.453632604580507,0.0,-45.0,-3.6,0.1591942474566863,2.9437323614920374,1.0432702039867054,205.46083107130286,25.292,0.0
202606020600,202606020630,49.9407367502535,21.430193038384516,16.75584910871419,5.6415076821889665,110.94726338704383,30.444139103189812,2.435531128255185,0.18739752705959623,2.1637380661868537,1.0840910691767607,202.9823325087399,25.28,0.0
202606020630,202606020700,83.08890739823296,41.59476186338382,17.890628594077313,6.981474973362772,219.99618833714263,104.597408069257,8.36779264554056,0.21584054965134886,0.8987585762998157,1.129172708908214,200.5627016313049,25.268,0.0
202606020700,202606020730,115.08331868880714,61.09919821758481,19.065264270019533,8.471066562786277,325.28091751032633,176.19102390702193,14.095281912561754,0.24391489256226687,-0.3295349340953099,1.178142804170138,198.21030845026365,25.256,0.0
202606020730,202606020800,145.37834639487514,79.61060921434597,20.26,10.098769971097035,424.99999999999994,244.0,19.52,0.2710086914166341,-1.5001104388617745,1.2305969220816195,195.9332903875719,25.244,0.0
202606020800,202606020830,173.4573090353207,96.81292473641055,21.454735729980467,11.842119501508295,517.4472146574126,306.8641059670406,24.549128477363247,0.29652235197461585,-2.5929351667755154,1.2861018560109532,193.73952412682416,25.232,0.0
202606020830,202606020900,198.84128778260313,112.41229192963951,22.629371405922686,13.666330652130672,601.0407640085654,363.7077195258245,29.09661756206596,0.31988423171837777,-3.5893184286498805,1.3441992033307013,191.63659836615125,25.220000000000002,0.0
202606020900,202606020930,221.09730215044345,126.14209325555123,23.76415089128581,15.523824876167094,674.3503392475499,413.55823068833394,33.084658455066716,0.34056580669363906,-4.472231297792681,1.404409151260752,189.63178756732006,25.208000000000002,0.0
202606020930,202606021000,239.84570180451732,137.76750244310122,24.84,17.354966939068632,736.1215932167728,455.5626833874055,36.44501467099244,0.3580958493797724,-5.226597675884548,1.466234439532961,187.73202679184283,25.196,0.0
202606021000,202606021030,254.76664822502102,147.08950050729084,25.838852861078486,19.090243492341074,785.2976026345938,489.00236979152385,39.12018958332191,0.3720731702977265,-5.8395517688011225,1.5291644671506281,185.94388771114325,25.184,0.0
202606021030,202606021100,265.6055754939335,153.94828315861076,26.74396103067893,20.653947693410753,821.0369523457081,513.3051275950816,41.06441020760653,0.38217751881535544,-6.30065757439281,1.5926795093260184,184.27355587376493,25.172,0.0
202606021100,202606021130,272.17753691616144,,27.540180062621115,21.9692157602875,842.7281321677389,528.0551298740625,42.244410389925,0.38817829571813195,-6.602086636861008,1.6562550097691973,182.72680930826047,25.16,0.0
202606021130,202606021200,274.37036321456236,,28.21422863405995,22.964019672878955,850.0,533.0,42.64,0.38994079958149086,-6.73875103892068,1.719365912879145,181.3089985357772,25.148000000000003,0.0
202606021200,202606021230,272.14657833887946,158.78803305911802,28.754915792601583,23.577501488456143,842.7281321677389,528.0551298740625,42.244410389925,0.38742980834376417,-6.708389371117225,1.7814910000585673,180.02502806148124,25.136000000000003,0.0
202606021230,202606021300,265.54404015097447,155.06089621766586,29.153332436601616,23.76588875731489,821.0369523457081,513.3051275950816,41.06441020760653,0.3807103838962474,-6.511604224291047,1.842117194339763,178.8793394088442,25.124000000000002,0.0
202606021300,202606021330,254.67529503071876,148.73002702538233,29.403003752364295,23.507199046744837,785.2976026345938,489.00236979152385,39.12018958332191,0.36994587787329114,-6.151850582422651,1.900743797770629,177.87589575548088,25.112000000000002,0.0
202606021330,202606021400,239.7256574162571,139.90251918748868,29.5,22.804046110275372,736.1215932167729,455.5626833874056,36.44501467099245,0.3553932078859125,-5.6353753346938475,1.9568866265651856,177.01816822368585,25.1,0.0
202606021400,202606021430,220.9500470736155,128.72810250720025,29.443003752364294,21.68409381247198,674.3503392475499,413.55823068833394,33.084658455066716,0.3373955619180363,-4.971108963143256,2.010082009867361,176.30912387309246,25.088,0.0
202606021430,202606021500,198.66863811155525,115.39660768309172,29.233332436601614,20.198029866068524,601.0407640085655,363.70771952582453,29.096617562065962,0.3163727713159496,-4.170511281427892,2.0598906191031525,175.75121543699066,25.075999999999997,0.0
202606021500,202606021530,173.2613940554974,100.13474609701497,28.87491579260158,18.415290234128786,517.4472146574127,306.86410596704064,24.54912847736325,0.29280966679055304,-3.2473738868983455,2.1059010962954154,175.3463728378074,25.064000000000004,0.0
202606021530,202606021600,145.16158232237677,83.20225912401591,28.374228634059946,16.41808784287971,424.99999999999994,244.0,19.52,0.2672427944931695,-2.2175827289845986,2.1477334513758533,175.09599651109988,25.052000000000003,0.0
202606021600,202606021630,114.84837887123803,64.88750227192679,27.740180062621118,14.294524381759581,325.2809175103264,176.19102390702196,14.095281912561758,0.24024591832576422,-1.0988448790955836,2.1850422004365813,175.00095256115483,25.040000000000003,0.0
202606021630,202606021700,82.83868934435097,45.50253912889663,26.98396103067893,12.13165173639166,219.99618833714285,104.59740806925714,8.367792645540572,0.2124147685264998,0.08961580081144849,2.2175192190031585,175.0615697649519,25.028,0.0
202606021700,202606021730,49.67832639504398,25.37782849659532,26.118852861078487,10.009291030303586,110.94726338704419,30.444139103190054,2.4355311282552043,0.18435151412917095,1.3273888625970822,2.244896286764554,175.27763843485513,25.016,0.0
202606021730,202606021800,35.80469389266506,17.276595071215162,25.16,7.995234526886874,1.0409497792752503e-13,-44.99999999999993,-3.5999999999999943,0.15664943764397107,2.5932276793986526,2.266947302743703,175.6484111439664,25.003999999999998,0.0
202606021800,202606021830,10.365268942218997,-2.4684381238025237,24.124150891285808,7.5155636090497495,0.0,-45.0,-3.6,0.15337298899255486,2.060152120014165,2.2834901526140587,176.17260531163205,24.992,0.0
202606021830,202606021900,9.921339136146543,-2.2650480418124133,23.02937140592269,7.036081186559193,0.0,-45.0,-3.6,0.1511580752436133,2.0339402396859234,2.2943882127404054,176.84840764015877,24.980000000000004,2.0
202606021900,202606021930,9.47837945316464,-2.1173784464004552,21.894735729980468,6.5675378057276115,0.0,-45.0,-3.6,0.15009299801875212,2.0150010660396607,2.29955147852239,177.67348038739095,24.968,0.0
202606021930,202606022000,9.041852907478736,-2.0284378809834838,20.74,6.118907813201152,0.0,-45.0,-3.6,0.150220218585881,2.0036301385457564,2.2989373077220514,178.64496945345167,24.956,0.0
202606022000,202606022030,8.61714317352186,-2.000038374312763,19.585264270019536,5.697298569941043,0.0,-45.0,-3.6,0.15153466506245628,2.0000048967246484,2.292550772636367,179.7595142536736,24.944,0.0
202606022030,202606022100,8.209488189189816,-2.0327585231440928,18.450628594077315,5.308001392027343,0.0,-45.0,-3.6,0.15398393461543256,2.0041819112624606,2.2804446182063045,181.01325934356672,24.932000000000002,0.0
202606022100,202606022130,7.823915556442521,-2.1259317042088877,17.355849108714192,4.9546520187427925,0.0,-45.0,-3.6,0.1574703825968497,2.016096001244369,2.262718826408348,182.40186775561068,24.92,0.0
202606022130,202606022200,7.46518053597492,-2.2776596556494115,16.320000000000004,4.639465140820375,0.0,-45.0,-3.6,0.16185501532781146,2.0355612512809778,2.239519790526092,183.92053600173588,24.908,0.0
202606022200,202606022230,7.13770740066804,-2.484851151217078,15.361147138921513,4.3635090239280085,0.0,-45.0,-3.6,0.1669630313378431,2.062273912655786,2.2110391061214014,185.56401068959747,24.896,0.0
202606022230,202606022300,6.845534871107104,-2.7432849793058427,14.496038969321075,4.126991113221713,0.0,-45.0,-3.6,0.17259079014790138,2.0958171432223205,2.177511988690234,187.32660669516235,24.884,0.0
202606022300,202606022330,6.592266306109533,-3.047695943718651,13.739819937378886,3.9295321479134655,0.0,-45.0,-3.6,0.17851393077364897,2.135667512086415,2.1392153310713513,189.20222682874711,24.872,0.0
202606022330,202606030000,6.381025262562175,-3.3918821340321683,13.105771365940052,3.77041335368274,0.0,-45.0,-3.6,0.18449631628988855,2.181203167570246,2.0964654166513226,191.18438292647735,24.860000000000003,0.0
202606030000,202606030030,6.214416972647568,-3.7688312800892043,12.605084207398418,3.648787658450102,0.0,-45.0,-3.6,0.19029944786459685,2.2317135409997824,2.0496153072519663,193.2662182942089,24.848,0.0
202606030030,202606030100,6.094496213559928,-4.170863616338257,12.246667563398384,3.563850940035776,0.0,-45.0,-3.6,0.1956919729547309,2.2864104348912884,1.9990519272730416,195.4405314262724,24.836,0.0
202606030100,202606030130,6.022741965973108,-4.589788345376499,12.036996247635706,3.514972785685303,0.0,-45.0,-3.6,0.20045890860204407,2.3444403225094366,1.9451928681716275,197.6998009169938,24.824,0.0
202606030130,202606030200,6.000039173797186,-5.017070512989567,11.98,3.501788143313564,0.0,-45.0,-3.6,0.20441021212521315,2.4048976668665434,1.8884829396692298,200.03621147881586,24.812,0.0
202606030200,202606030230,6.026667830180358,-5.444004894862905,12.076996247635707,3.524251793238375,0.0,-45.0,-3.6,0.20738835752182883,2.4668390513243996,1.8293904961694487,202.44168097701865,24.8,0.0
202606030230,202606030300,6.102299524358207,-5.861893352287446,12.326667563398384,3.582657103110061,0.0,-45.0,-3.6,0.20927461553300925,2.5292979012953722,1.7684035687254627,204.90788838752064,24.788,0.0
202606030300,202606030330,6.226001491938061,-6.262222043506894,12.725084207398421,3.6776194385624263,0.0,-45.0,-3.6,0.20999378700428006,2.591299567315567,1.7060258345025328,207.42630258104833,24.776,0.0
202606030330,202606030400,6.396248118666311,-6.63683488029485,13.265771365940052,3.810023300106847,0.0,-45.0,-3.6,0.2095172008385585,2.6518765341237334,1.6427724570228417,209.98821183410365,24.764,0.0
202606030400,202606030430,6.610939755802954,-6.978099695847892,13.939819937378884,3.9809311629032247,0.0,-45.0,-3.6,0.20786385702231722,2.7100835184133203,1.5791658315471029,212.5847539646447,24.752000000000002,0.0
202606030430,202606030500,6.86742861505364,-7.279063738576464,14.736038969321072,4.191451530971281,0.0,-45.0,-3.6,0.2050996691560817,2.7650122196623195,1.515731270730904,215.20694698823448,24.740000000000002,0.0
202606030500,202606030530,7.162551423697497,-7.533595323844152,15.641147138921514,4.44256428792545,0.0,-45.0,-3.6,0.20133483668717947,2.8158054938591195,1.452992666186934,217.84572018861064,24.728,0.0
202606030530,202606030600,7.4926684371755545,-7.736508757716495,16.64,4.734903389757157,0.0,-45.0,-3.6,0.19671945160552984,2.8616707289481296,1.3914681617832938,220.4919454951982,24.716,0.0
202606030600,202606030630,46.29784015596688,20.518912404892387,17.715849108714192,5.994701452659747,110.94726338704383,30.444139103189812,2.435531128255185,0.2149322293492575,2.0966302910752947,1.3316658744111094,223.13646905902186,24.704,0.0
202606030630,202606030700,79.43143380074174,40.89680379989836,18.850628594077314,7.414570093042203,219.99618833714263,104.597408069257,8.36779264554056,0.23228702839231685,0.8476518530064455,1.274079697562683,225.77014291779196,24.692,0.0
202606030700,202606030730,111.45637564752764,60.62878255812984,20.025264270019534,8.991628343042489,325.28091751032633,176.19102390702193,14.095281912561754,0.24861747854700403,-0.36384310224658434,1.2191852223774413,228.38385664062668,24.680000000000003,0.0
202606030730,202606030800,141.8266649363953,79.37731996253089,21.22,10.71345252030843,424.99999999999994,244.0,19.52,0.2637799073817972,-1.5170846843816166,1.1674358098428754,230.96856884294561,24.668,0.0
202606030800,202606030830,170.0246919864131,96.82151480593305,22.414735729980464,12.55609015320702,517.4472146574126,306.8641059670406,24.549128477363247,0.2776503867279267,-2.5923106122397708,1.1192588465892344,233.51533846251738,24.656,0.0
202606030830,202606030900,195.5700695507105,112.66258631089765,23.589371405922687,14.482650699456132,601.0407640085654,363.7077195258245,29.09661756206596,0.2901214509602916,-3.5711048200231925,1.0750522152005326,236.0153556884713,24.644000000000002,0.0
202606030900,202606030930,218.02782661415452,126.6289925811979,24.72415089128581,16.44283505356355,674.3503392475499,413.55823068833394,33.084658455066716,0.301098758571095,-4.43671285234597,1.0351810081927733,238.4599724362829,24.632,0.0
202606030930,202606031000,237.01582475320131,138.48108687989827,25.8,18.373738245429795,736.1215932167728,455.5626833874055,36.44501467099244,0.3104979605559438,-5.174328647079559,0.9999745127978746,240.84073226331446,24.62,0.0
202606031000,202606031030,252.2112704840238,148.01523185762426,26.798852861078487,20.202160710512555,785.2976026345938,489.00236979152385,39.12018958332191,0.3182420183961955,-5.7713477973505265,0.9697234914553078,243.1493996214255,24.608,0.0
202606031030,202606031100,263.35621249329455,155.06730105415605,27.70396103067893,21.84849176116657,821.0369523457081,513.3051275950816,41.06441020760653,0.3242591819884128,-6.217582960459685,0.9446777804712235,245.3779883454631,24.596,0.0
202606031100,202606031130,270.26193001135357,159.51550741105405,28.500180062621116,23.232000321589364,842.7281321677389,528.0551298740625,42.244410389925,0.328481795283187,-6.505437732010757,0.9250442266772175,247.5187892790841,24.584,0.0
202606031130,202606031200,272.8121375528282,161.28250998584522,29.174228634059947,24.277116499516463,850.0,533.0,42.64,0.3308460466276841,-6.630036016988428,0.9109849791293814,249.5643969423455,24.572,0.0
202606031200,202606031230,270.96495149069415,160.33676235467505,29.71491579260158,24.920060654880952,842.7281321677389,528.0551298740625,42.244410389925,0.3312927241870871,-6.589304693659546,0.9026161499561246,251.50773514881476,24.560000000000002,0.0
202606031230,202606031300,264.7535851000771,156.6930791209629,30.113332436601617,25.11502593009348,821.0369523457081,513.3051275950816,41.06441020760653,0.32976897693121365,-6.384008167870765,0.9000068554145076,253.34208148358425,24.548000000000002,0.0
202606031300,202606031330,254.28576044575286,150.41241029214058,30.363003752364296,24.839088831008734,785.2976026345938,489.00236979152385,39.12018958332191,0.3262310212406909,-6.017734240824598,0.9031786450747935,255.0610905575161,24.536,0.0
202606031330,202606031400,239.74184742060663,141.6008268173733,30.46,24.095132429479442,736.1215932167729,455.5626833874056,36.44501467099245,0.3206476749694803,-5.496831548572291,0.9121053238474459,256.6588159572756,24.524,0.0
202606031400,202606031430,221.37176199623335,130.40773406519688,30.403003752364295,22.912310625155765,674.3503392475499,413.55823068833394,33.084658455066716,0.3130045474692807,-4.830299661943453,0.9267131683224189,258.1297308152234,24.512,0.0
202606031430,202606031500,199.4906769495027,117.02334323074648,30.193332436601615,21.34392145300002,601.0407640085655,363.70771952582453,29.096617562065962,0.30330866811064533,-4.029633747200176,0.9468815356340332,259.4687469280113,24.5,0.0
202606031500,202606031530,174.47361861782463,101.67544337163547,29.83491579260158,19.462930853375802,517.4472146574127,306.86410596704064,24.54912847736325,0.29159329939733397,-3.108626466446629,0.9724438598229727,260.67123235774596,24.488000000000003,0.0
202606031530,202606031600,146.74904226425875,84.62552876186778,29.334228634059947,17.355724231534943,424.99999999999994,244.0,19.52,0.27792265564153407,-2.0831305293997544,1.0031890274666608,261.73302745483466,24.476,0.0
202606031600,202606031630,116.79149607632179,66.16434731877999,28.700180062621115,15.11489759260278,325.2809175103264,176.19102390702196,14.095281912561758,0.26239623565397785,-0.9707859819834315,1.0388631212170156,262.6504592470868,24.464,0.0
202606031630,202606031700,85.11349938133036,46.6069458088665,27.943961030678928,12.831991843645465,219.99618833714285,104.59740806925714,8.367792645540572,0.24515247878205496,0.2092830791918808,1.0791715168460807,263.4203541452956,24.452,0.0
202606031700,202606031730,,26.287296203262123,27.078852861078488,10.591013594879435,110.94726338704419,30.444139103190054,2.4355311282552043,0.22637146811399744,1.4367971543904254,1.1237813164805313,264.04004892135004,24.44,0.0
